cycle_date,run_id,source,verdict,fingerprint,ci_green,earnings_schema_ok,dart_complete,no_silent_parse_error,store_written,ledger_written,no_unexplained_failure,aux_state,note,gate_version
2026-09-19,skip-2026-09-19,cycle,SKIP,06855b9c72bf,-,-,-,-,-,-,-,,,stability-gate-v2
2026-09-21,35566707800,cycle,FAIL,d445958b549a,N,N,N,N,N,N,N,영수증없음,"ci_green:scanner 영수증 없음; earnings_schema_ok:earnings 영수증 없음; dart_complete:earnings 영수증 없음; no_silent_parse_error:scanner 영수증 없음; store_written:scanner 영수증 없음; ledger_written:scanner 영수증 없음; no_unexplained_failure:영수증없음=['scanner', 'analyst', 'earnings'] 기대상태미달=[] 최종아님=[] workflow=['main.yml=결론없음', 'ai_report.yml=결론없음', 'earnings_collector.yml=결론없음'] 깨진파일=0",stability-gate-v3
